bnl,0.41988,43.1208
ahg,12.8119,37.0542
byn,15.7833,38.3917
xan,12.4479,38.8352
awn,10.9819,36.6916
bej,17.2436,36.6666
aas,-4.00679,36.8648
bds,-5.21369,35.963
wbj,-4.64148,35.7231
gow,-4.23575,35.7996
irk,-4.19948,35.2939
wka,-4.00743,35.1828
sur,9.47205,8.96522
tal,9.15354,9.50774
pcw,9.09539,9.43733
kcs,9.01129,9.46622
mtl,9.01778,9.65014
gek,8.97395,9.78757
ank,8.74455,9.72453
anc,9.32042,9.46146
glb,9.221681,9.534716
mjs,9.20477,9.33752
cky,9.00924,9.16071
jrt,9.065,9.361
kwl,8.79947,9.15279
nqt,9.007,9.086
ktc,9.33645,10.9671
nmi,9.18024,10.83652
bvh,10.4603,10.4554
mew,11.5007,11.9035
kai,12.5176,10.8732
glo,10.1258,10.2542
kks,10.35754,10.46037
dzd,10.30573,10.73936
bxq,10.1609,10.4204
bol,11.4839,11.2322
nbh,12.0048,11.2108
gew,10.4331,10.12
gea,10.4775,9.78484
kof,10.6274,10.2746
dbb,10.63147,10.43937
kna,10.072,12.0256
piy,9.31975,10.8379
kuh,9.40731,10.9396
pip,9.62092,11.044
ksq,10.4141,11.0192
kpa,10.7074,11.4953
tan,9.75444,11.3228
hau,11.1513,8.7804
gwn,9.20464,7.49931
tdk,9.36039,9.32836
fie,9.49936,9.29503
kbz,9.32586,8.77995
mmf,9.15151,8.76875
kul,9.18,8.85
cla,9.3,9.02
scw,9.23281,8.77569
ngi,12.1051,11.0178
bde,12.789,10.6557
twc,9.64189,8.35594
auo,9.85747,11.322
dbp,12.803,11.3367
uly,10.22809,9.77206
nzr,10.16017,9.7391
zlu,10.22572,9.58254
pze,10.1346,9.5961
ldd,10.059,9.59745
gyz,10.34776,9.64965
zbu,10.28,9.57
say,9.69441,9.71748
zaz,9.71269,9.40332
dyr,10.03,9.065
dsk,10.03206,9.41984
zem,10.1464,9.2826
cxh,10.00982,9.20784
tvi,10.06673,9.28484
dot,9.9325,9.51838
kkr,10.1456,9.77003
zns,10.0839,9.76103
bux,9.49679,10.11454
grd,9.87332,10.162
zah,10.2284,9.74694
tak,10.233,9.85457
juu,10.1845,9.81175
jmi,10.7299,9.8118
jmb,10.827,9.9683
tgd,10.8881,9.88558
ajw,10.21,9.89205
sir,10.764,9.66743
pqa,11.0175,9.30091
kil,11.0119,9.63992
wji,11.1718,9.56925
mkf,10.9234,9.71505
bbt,10.9276,9.81365
dwa,11.1701,9.32363
zim,9.28888,15.7018
hed,9.14343,14.9267
lme,9.16111,14.441
nnn,9.31902,15.29053
zuy,10.55798,14.44451
mcn,10.0606,15.4748
mpg,9.54,15.8
mse,9.81612,15.4115
jie,11.7992,14.5794
jia,11.3555,14.9611
xmj,11.1433,15.044
kot,11.5592,14.9884
kqx,11.9765,15.0373
mxf,12.5342,14.8475
mpi,12.561391,14.446893
msv,12.1918,14.8873
aal,12.0551,14.6343
bdm,13.0692,14.4492
kvj,10.677,13.569
hya,10.4814,13.526
bcw,10.3535,13.6131
fkk,10.48,13.36
hig,10.646,13.5136
gid,9.874715,14.07845
gis,10.6755,14.219
giz,10.2809,14.1931
bdn,10.9078,14.4674
xed,10.942,13.6881
hia,11.0243,13.7362
vem,10.8301,13.6633
mje,11.5697,15.4113
mug,10.8439,15.1065
mpk,10.91,15.54
pbi,11.0206,14.0964
mfh,10.9284,14.0474
dgh,11.05751,13.77847
cie,11.1319,13.8187
gdf,11.1057,13.7893
ngs,10.9918,13.7537
mfi,11.3169,13.8996
glw,11.1334,13.8652
hbb,10.3544,13.139
mfm,10.53854,12.99521
mrt,10.93854,13.0521
ngx,10.6058,12.9234
ckl,10.8977,12.902
bwr,10.4822,12.3007
mfl,10.83854,12.99521
mfk,10.6834,14.1117
mif,10.567,14.0314
gnd,10.827,14.0578
dme,10.752,14.2134
meq,10.7458,14.09
udl,10.955,14.1378
muy,10.86047,14.21246
mxu,10.8806,14.1142
mlw,10.7933,14.2521
cuv,10.6448,14.0006
maf,10.943,13.8181
mfj,10.677,13.8201
syk,10.8933,13.6437
gdu,10.1206,12.5359
swq,10.1414,13.5657
tsh,10.1551,13.628
hod,9.96843,13.19949
nja,10.0666,13.3343
jim,10.251,13.5258
ziz,10.4689,13.5233
fli,10.5419,13.4087
gde,10.2138,13.403
ngw,10.0921,12.7942
bta,9.68091,12.677
bcy,9.53072,12.0416
gou,10.5603,13.8188
bhs,10.6151,13.8838
hna,10.38053,13.84054
xmd,10.466,13.9322
dbq,10.3521,13.6318
dkx,10.175,13.6873
bvw,10.188,12.936
gqa,10.2955,12.6479
hwo,10.3633,12.7683
ttr,11.0376,11.80953
jaf,10.5232,11.7036
mqb,10.7788,14.1677
mlr,10.9481,14.2131
kqp,9.42071,16.9423
gab,9.33955,16.623
kvf,9.38373,16.2821
tng,9.8289,16.209
nnc,9.31975,16.1282
lln,9.158,15.81149
kvi,10.1181,16.5129
ker,9.88165,15.1419
gdk,10.425,16.997
mvh,9.69132,16.9932
ndm,9.79369,17.326
tmc,9.43747,17.4216
sor,9.65897,16.6784
swy,10.5987,17.031
moz,11.8644,18.1822
mcw,11.7461,18.2999
ubi,11.8006,18.558
bvf,10.0904,17.5648
mlj,10.2347,17.4126
tax,11.4926,18.2295
sok,11.4634,17.6423
saa,11.3072,18.4906
bva,10.970124,17.911727
zrn,12.2275,18.5374
mes,13.076,19.2769
ckq,12.2492,20.879
mub,12.6893,19.5902
mmy,12.2367,18.9614
daa,12.1517,18.385
bid,11.9204,18.8065
jeu,11.5034,19.0954
muj,11.698,18.6282
trj,11.2027,19.5254
mou,11.5199,18.6082
btf,12.0228,19.8182
gft,11.5764,39.5605
gru,8.33561,38.4763
sgw,8.11879,37.9891
mys,7.53825,37.5742
ior,7.94883,37.7968
mvz,8.10617,38.3386
har,9.30485,42.1332
wle,8.23,38.14
stv,7.77004,38.1449
zwa,8.01148,38.8258
agj,10.6596,39.756
amh,11.708182,39.543456
gez,10.1342,40.6821
dlk,15.732898,40.081897
tig,17.3494,38.2233
tir,15.3359,38.9266
xna,29.044,39.776
acx,23.25,58.5
adf,17.0796,54.4894
ssh,25.939,56.1711
ars,30.3371,42.1773
afb,30.17,47.5
abv,26.223615,50.580811
acw,22.8346,38.9237
acq,13.6555,45.6411
jye,15.0,45.0
ayn,15.6552,44.8412
ayh,15.4468,48.6524
acm,33.8178,43.1095
yhd,31.5339,41.2595
ayp,36.2986,42.0047
auz,40.2612,65.3864
abh,37.2176,67.3267
ary,32.5,-7.5
xaa,36.54,-5.2
arq,35.4208,3.23033
mey,18.29,-14.11
aju,33.5,-7.5
aao,20.8884,4.80626
yud,31.9567,34.7422
mlt,35.8884,14.4508
aeb,33.7966,9.56156
ajt,31.75,35.25
ayl,22.0032,15.0014
arb,27.9625,43.8525
arz,31.0,31.0
pga,5.654,28.774
apd,17.8021,33.3179
kcn,-0.183215,34.7552
shu,14.67,13.5
aec,25.4132,30.5302
avl,29.6742,33.6113
acy,35.1674,33.0943
apc,34.1709,36.0468
ajp,31.5601,38.0837
oar,32.84,37.0
kqd,36.0451,44.6365
aij,36.213298,44.065281
trg,36.23,44.37
huy,31.9111,43.4865
aii,36.75,43.0
lsd,31.7745,35.2225
bjf,31.7696,35.1536
tmr,32.273,44.245
cld,37.0972,43.5027
syn,35.7776,51.4363
hrt,37.373,42.5192
bhn,41.459,45.084
tru,37.2275,42.1451
lhs,37.0311,41.2209
syc,37.1129,42.1432
mid,31.3443,48.8128
myz,36.1203,49.5659
sam,32.3107,35.258
amw,33.8162,36.484
arc,33.905,42.185
smp,32.0817,35.4487
hbo,31.7761,35.1725
heb,31.1056,35.0179
uga,35.6,35.78
xpu,36.527295,10.356444
phn,34.12,35.65
xsa,15.42,45.35
inm,16.166667,44.672778
xhd,15.528,47.603
rzh,16.9092,43.2416905
fif,17.292,43.148
xqt,14.8,45.733333
hss,19.6511,56.1562
bhm,17.4485,53.119
gdq,16.793,52.473
hoh,17.216,52.8334
sqt,12.4892,53.9168
shv,17.29154,53.99526
akk,33.1,44.1
xeb,35.798,36.798
cop,29.472,31.2053
egy,28.381735,30.834959
gha,30.1168,10.0165
zen,16.82,-16.1711
tez,14.973333,5.699722
gnc,28.0,-15.5
thv,22.5908,8.73169
ttq,13.9878,4.47692
thz,16.9232,7.6743
taq,14.2038,-2.41269
siz,29.200415,25.519627
swn,29.16,15.9742
cnu,36.5917,2.19899
shy,35.1867,6.88901
tia,27.019,1.86218
grr,29.1107,0.01992
mzb,32.5014,3.85035
oua,31.9454,5.28444
tjo,33.3489,6.06562
sds,34.4678,9.43778
rif,34.916974,-3.430616
sjs,34.9992,-4.51293
gho,34.7979,-4.6696
shi,29.7854,-7.77879
tzm,32.7415,-2.40872
kab,36.4103,4.76137
auj,29.2341,21.1819
jbn,33.4398,9.83329
blb,-7.92388,156.663
mok,-8.5692,140.688
mps,-6.65765,144.511
ppo,-6.86321,144.458
khh,-3.19328,136.14
mqs,0.45332,127.63
tft,0.80562,127.333
tvo,0.02461,127.746
ibu,1.50556,127.542
gak,1.34308,127.506
wli,1.2341,127.494
saj,1.00742,127.493
gbi,2.31461,128.44
loa,1.95461,127.772
tuj,0.5806,128.223
tlb,1.0946,128.154
tby,1.46563,127.633
pgu,1.2134,127.78
kax,1.16654,127.847
mqo,1.40199,127.752
ylr,-21.731,139.511
ktg,-21.0,139.5
nyx,-29.581,151.313
dyn,-30.8469,152.602
dyy,-16.596,145.388
yii,-17.1332,145.876
gvn,-16.0036,145.188
vmu,-17.0601,145.329
djf,-16.91051,144.93245
kky,-14.9424,144.831
ard,-28.705,135.449
wgg,-25.8148,135.941
wnm,-24.7022,137.433
pit,-22.7952,139.983
lku,-24.75108713,143.5365228
xpa,-25.48006595,142.5485119
nbx,-27.58,142.45
xwk,-27.10149,143.19619
xpt,-27.33,143.0
gll,-28.136,143.929
jbi,-28.79,145.47
rxw,-25.833018,140.026291
yww,-26.7334,140.871
ynd,-28.4744,140.583
hrp,-28.62911,141.27596
bxi,-29.524,139.77
dif,-28.1667,138.0
dit,-28.7992,138.078
nmv,-27.1797,138.701
yry,-25.83705,139.58436
yda,-21.23270508,140.5134756
xgw,-21.35147706,142.5243782
wdu,-23.8029,147.421
zmk,-26.573,148.978
gyf,-25.6896,148.604
bym,-25.192664,147.273359
xyb,-24.746981,145.647382
kgl,-24.2182,143.222
zmc,-26.789,144.892
gyy,-27.0642,145.862
gwu,-27.8289,148.867
gnl,-22.7637,149.416
bzr,-20.1494,146.67
ljw,-20.65810118,143.9625916
gdc,-18.4921,144.46
wrg,-18.2496,144.37
gbb,-21.5844,133.602
amx,-22.2853,133.286
aly,-21.0427,136.835
are,-24.05052,133.24621
adg,-22.51278,137.3515
axe,-23.699,133.88
aer,-23.3583,135.046
axl,-26.3,135.4
jui,-32.930160660336,139.08123163651
nnv,-31.9899,133.908
nwo,-33.79661078,135.828014
zku,-34.34966141,138.4800794
nnr,-34.69,137.535
bjb,-33.3036,136.079
adt,-30.1451,138.671
gvy,-34.739,137.661
wgu,-32.0,134.0
yxg,-27.87648,152.46028
jan,-27.56865,153.46239
yub,-27.803,153.082
xbe,-28.266,149.515
yga,-29.43,142.0
yxl,-29.79543,141.77353
drl,-32.7021,142.695
nys,-33.1199,118.151
wxw,-33.92109,115.26929
xbp,-34.90831,117.17375
xwj,-31.80756,116.2514
pnj,-32.7,115.7
xgg,-33.79639,119.01226
nha,-27.42523643,114.2680442
vml,-26.211,114.245
wbv,-28.1761,117.153
bia,-29.0647,117.246
yia,-25.4446,115.58
nrk,-20.20748,119.30579
nly,-21.6092,119.693
nhf,-21.38154,115.74542
vma,-20.9294,116.607
yij,-21.5379,117.001
vku,-22.2134,117.51
xny,-22.8558,120.831
tju,-22.842,118.267
nrl,-20.9235,117.203
vka,-20.445,118.613
ywg,-22.9178,117.5628
pnw,-22.7816,118.723
dhl,-22.196,114.937
bxn,-22.9646,114.658
pnv,-22.4729,116.538
bxj,-23.3809,114.108
wri,-24.353,116.927
dhr,-24.0601,114.847
djl,-24.10724,116.98858
dze,-24.10724,116.98858
iin,-23.71156576435,116.68011572516
lkm,-30.245,120.223
nju,-32.02447,124.46601
kba,-31.7154,118.911
gmr,-31.29733,130.05272
awk,-33.12847,151.43555
kda,-32.4806,152.107
xda,-33.11470744,150.4952383
xdk,-33.52925837,150.3490464
dhu,-35.412,150.134
tbh,-34.634,150.721
xni,-36.23,149.13
xtv,-37.06227181,149.7169306
xrd,-33.7,150.3
xul,-36.25,148.77
zmu,-28.9618,146.546
gih,-28.289642,152.151281
bdy,-29.042737,152.780249
xjb,-28.028726,153.286993
kld,-29.9037,149.543
wrh,-34.0742,145.994
wyb,-30.6481,146.18
nay,-36.2301,140.158
xth,-33.89,144.22
xbg,-36.5,140.5
gjm,-38.155612905976,141.53965852318
dmd,-34.5,143.5
rnr,-34.53088,144.34507
xwt,-35.82105,141.41791
xww,-35.445,144.09
wth,-37.68777565,144.1013148
wyi,-37.64264501,145.5879962
dgw,-36.96691,145.42066
ddr,-36.95881441,147.0450379
pmd,-36.08,146.91
xyy,-35.9,145.01
yxy,-35.76116,145.23209
xya,-29.686722970453,153.18784362556
kgs,-29.8189,152.913
wlu,-24.415,149.843
wkw,-26.248,151.868
gnr,-25.3893,151.175
gbw,-25.44486229,153.1539929
xby,-25.44486,153.15399
mwp,-10.6748,142.196
wbp,-20.1008,131.05
wrl,-18.949,133.862
wmt,-19.7229,126.113
rxd,-21.0231,129.0308
ddj,-18.3288,128.262
dmw,-16.7694,132.329
gue,-17.0329,130.379
nbj,-15.4661,130.651
kux,-20.3321,127.666
pti,-29.806,127.632
pjt,-26.9704,131.357
kdd,-26.4064,133.577
ntj,-25.7514,127.602
piu,-23.2963,130.643
mpj,-23.350911655789,123.66842240336
wbt,-22.7078,122.325
ktd,-29.94,135.55
tjp,-27.11796,120.56642
pii,-26.80165,121.99466
ant,-27.1152,134.838
wrm,-20.6479,134.375
mem,-18.6597,123.769
nna,-20.6271,121.391
gbd,-18.6771,122.334
dbl,-17.4516,145.544
dji,-12.462,134.82
djb,-12.93,134.967
jay,-12.0853,134.877
lja,-12.03482,135.56592
duj,-12.7825,136.008
dwu,-12.67,136.75
gnn,-12.25254,136.83042
guf,-12.2868,135.337
djr,-12.021,135.59
dhg,-11.9493,135.752
dax,-13.1806,136.22
rit,-13.4559,135.259
wgy,-18.5468,146.179
wrw,-12.713,142.569
unn,-38.58,146.5
ihw,-37.05,148.93
zmv,-14.529,143.789
lby,-14.559,143.977
umg,-14.25876,143.6305
wua,-13.4957,141.599
bpt,-14.1219,144.531
fln,-14.1812,144.259
wih,-14.058,141.925
wie,-13.846,141.858
wim,-13.98051,141.81611
wij,-14.1273,142.781
pkn,-15.0908,142.74
ugb,-13.9882,141.569
xmp,-14.201,141.709
xmh,-14.0959,141.625
uwa,-14.0756,141.724
wik,-13.6835,141.557
wig,-13.8691,141.532
kbe,-13.3243,142.893
ump,-13.1528,143.467
kuy,-12.4947,143.165
ayd,-14.6652,142.893
umd,-13.921,143.328
ggd,-17.8372,141.168
thd,-14.8159,142.034
uky,-14.810589,141.788992
yiy,-15.1117,141.767
yyr,-14.83,141.83
kkp,-15.4296,141.635
mvl,-19.29,142.475904
amz,-11.0018,142.273
avm,-11.443,142.242
xgd,-10.91613599,142.5768928
gwm,-12.544,141.984
tjj,-12.032,141.846
awg,-12.395,141.755
yxm,-12.52068956,142.7036225
rrt,-12.96,141.95
aid,-12.5324,141.938
lnj,-12.771375,141.962
gdj,-17.1653,141.145
aea,-16.63548,142.63107
xut,-17.4566,140.958
nlw,-17.60243295,142.4891266
gko,-16.181,141.608
ikr,-15.538,143.349
tgz,-18.1973276258,142.96122717197
ggr,-13.735,142.426
typ,-14.8292,143.324
kjn,-16.6807,143.53
vmb,-20.1389,143.438
wmi,-18.3727,143.943
nxn,-19.4484,141.471
mnt,-20.4352,140.481
xyk,-18.56,141.46
xyj,-19.25,140.61
xyt,-20.0,140.63
xmy,-18.1147,140.337
ljx,-19.836,147.361
qgu,-19.85103121,146.3453957
nyt,-18.8743,146.216
wrb,-22.2909,138.738
yil,-19.24252,137.5894
wga,-20.329,137.623
jao,-15.7621,136.055
bjy,-24.9793,151.699
xgm,-23.307,150.593
coj,29.04,-114.077
klb,30.5471,-115.123
yuf,35.6302,-113.385
ppi,31.6063,-115.871
yum,32.7859,-114.599
mrc,33.5123,-111.749
mov,34.8866,-114.599
coc,32.376,-114.848
dih,32.331,-116.604
gpn,-4.05047,144.506
caz,-14.3058,-64.944455
kor,37.54,126.98
jje,33.3805,126.5554
lvk,-9.05569,159.119
sln,37.6646,-121.718
cbt,-5.63764,-76.8252
jeb,-5.40317,-76.4103
djd,-15.0558,130.06
nug,-14.9109,131.641
wmb,-17.496,135.683
nji,-17.42,134.73
jig,-17.165,133.659
cid,41.0,-123.0
sii,7.02099,93.8064
pci,19.0534,82.4881
gau,18.276,83.378
gdb,18.5968,82.7586
kfb,20.1022,78.4934
nit,19.6908,78.5936
brh,29.04,66.56
kru,24.46442,86.46568
kxl,26.72057,86.00255
mjt,24.8124,87.6432
kmj,24.1217,87.2699
brw,13.64667,74.86354
kfg,12.3301,75.4896
tcy,12.8114,75.2651
vmd,12.6224,75.1061
kfd,12.9163,75.2
kfe,11.4978,76.9387
pkr,11.1575,76.5365
udg,11.062,76.5627
iru,12.70645,79.95209
ima,10.5007,76.8708
pcf,10.087,77.1863
tam,10.520219,78.825989
kep,18.3859,76.0003
yeu,17.3702,81.9748
ptq,15.37,80.11
mjp,8.59225,77.272
ymr,10.467,76.833
era,10.8003,76.8389
mjv,9.85,76.97
muv,10.3524,76.7328
oty,11.0,78.0
kpb,11.29,76.7
mal,9.59208,76.7651
kfh,11.8226,75.5203
mjo,8.45063,77.093
mjr,8.85517,77.2038
vis,10.1751,76.7593
wku,11.7535,76.2015
pty,11.6368,76.3397
wkl,11.6025,76.1225
thn,11.2651,76.3642
aaf,11.35252,75.79538
kej,11.0602,76.7285
ctt,11.6702,76.3704
yea,12.3231,75.6265
pcg,11.7318,76.0779
ull,9.46719,77.0906
all,11.0803,76.6593
mjq,10.4468,76.5586
kev,8.44163,77.2465
kfa,12.2443,75.9161
url,10.8519,76.8007
tcx,11.4184,77.0168
xua,11.3456,76.7995
cty,11.5094,76.4812
xub,11.6385,76.6064
xuj,11.5041,76.5767
qkn,13.244,75.82
kan,13.5878,76.1198
hoy,21.5259,79.9164
sle,11.9458,77.2211
bfq,11.3094,76.5974
kxu,19.2043,83.5859
kxv,18.8832,83.7552
mha,20.0962,83.6749
peg,19.3435,83.6552
kfc,18.26754,82.93402
mrr,19.7875,79.9144
daq,18.7475,81.3598
kff,17.6772,81.2096
wsg,18.75,80.2
fmu,20.1754,80.4712
esg,19.4163,80.0058
mut,20.2384,80.7006
emu,20.1422,80.8893
gno,18.1632,81.3842
cde,15.8787,79.2534
tel,16.4529,78.7024
mju,18.2775,83.1908
mmk,17.4467,81.5663
wbq,19.8838,77.1673
kwx,23.7062,82.9615
agg,-3.7167,141.199
kbv,-3.52309,140.947
amt,-4.12165,141.339
mmp,-4.05312,141.42
ury,-2.76483,139.89
bfe,-2.12422,139.255
vto,-2.1111,139.1098
jbr,-2.2478,139.2969
kdy,-2.03589,139.081
kuc,-2.3038,139.5137
dbe,-2.05082,139.116
bnv,-2.09529,139.208
mrx,-2.31915,139.673
bkl,-2.26904,138.866
itx,-2.18342,139.341
kwt,-2.03622,138.853
mqr,-2.29479,138.751
mbj,-1.24449,-66.3068
kwa,-0.1177,-67.2934
jup,0.58622,-69.8359
yab,0.2485,-69.8079
axb,-29.0,-61.0
tob,-23.77,-61.96
plg,-25.0058,-60.1537
moc,-28.097,-60.4145
kbc,-19.7222,-57.582
teh,-47.5796,-68.3235
ona,-54.0,-68.5
umo,-15.5929,-57.4192
